contributors_enabled,created_at,default_profile,default_profile_image,description,entities,favourites_count,follow_request_sent,followers_count,following,friends_count,geo_enabled,has_extended_profile,id,id_str,is_translation_enabled,is_translator,lang,listed_count,location,name,notifications,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_banner_url,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,protected,screen_name,status,statuses_count,time_zone,translator_type,url,utc_offset,verified
False,2010-03-13 23:06:30,True,False,NYT national correspondent. Previous: Bureau Chief in Rio ?? & Caracas ?? Instagram: simongromero. N.M. born & raised. Eternal q: red or green?,"{'url': {'urls': [{'url': 'https://t.co/mrD4Qv6e8q', 'expanded_url': 'http://nyti.ms/KqoJWk', 'display_url': 'nyti.ms/KqoJWk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",4508,False,24898,False,2429,True,False,122792963,122792963,False,False,en,1152,"Albuquerque, NM",Simon Romero,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/122792963/1411823880,http://pbs.twimg.com/profile_images/1620258730/simon_haiti_tw_normal.jpg,https://pbs.twimg.com/profile_images/1620258730/simon_haiti_tw_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,viaSimonRomero,"{'created_at': 'Fri Nov 03 23:05:50 +0000 2017', 'id': 926586242828967936, 'id_str': '926586242828967936', 'text': 'El duelo de las asambleas: una tragicomedia venezolana  https://t.co/wbd6qNvG9j', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wbd6qNvG9j', 'expanded_url': 'https://www.nytimes.com/es/2017/11/03/asamblea-nacional-constituyente-venezuela/?action=click&clickSource=inicio&contentPlacement=1&module=toppers&region=rank&pgtype=Homepage', 'display_url': 'nytimes.com/es/2017/11/03/…', 'indices': [56, 79]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'es'}",16501,Brasilia,none,https://t.co/mrD4Qv6e8q,-7200.0,False
False,2010-03-06 08:16:52,True,False,"Middle East energy guru. CEO of @qamarenergy, author of 'The Myth of the Oil Crisis' & 'Capturing Carbon'; columnist at The National","{'url': {'urls': [{'url': 'https://t.co/2b6ePxDt4s', 'expanded_url': 'http://www.qamarenergy.com', 'display_url': 'qamarenergy.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",52,False,13366,False,1511,True,False,120385035,120385035,False,False,en,756,Dubai,Robin Mills,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/120385035/1376382456,http://pbs.twimg.com/profile_images/1936311027/Robin_India_visionary_normal.jpg,https://pbs.twimg.com/profile_images/1936311027/Robin_India_visionary_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,robinenergy,"{'created_at': 'Fri Nov 03 22:11:14 +0000 2017', 'id': 926572504797376512, 'id_str': '926572504797376512', 'text': ""Pemex makes Mexico's biggest onshore oil find in 15 years https://t.co/oNEDy6xQNy"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oNEDy6xQNy', 'expanded_url': 'https://www.ft.com/content/05867e63-1857-39db-990f-5e7e04d63ded', 'display_url': 'ft.com/content/05867e…', 'indices': [58, 81]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",35340,Abu Dhabi,none,https://t.co/2b6ePxDt4s,14400.0,False
False,2010-02-22 03:27:53,True,False,White House correspondent for @TheAtlantic. rosie@theatlantic.com,"{'url': {'urls': [{'url': 'https://t.co/eCewkNhZim', 'expanded_url': 'https://www.theatlantic.com/author/rosie-gray/', 'display_url': 'theatlantic.com/author/rosie-g…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",5060,False,102507,False,2061,True,False,116341480,116341480,False,False,en,2791,DC ,Rosie Gray,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/116341480/1401468920,http://pbs.twimg.com/profile_images/819247244473991182/_4xNrozB_normal.jpg,https://pbs.twimg.com/profile_images/819247244473991182/_4xNrozB_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,RosieGray,"{'created_at': 'Fri Nov 03 20:54:52 +0000 2017', 'id': 926553286240587776, 'id_str': '926553286240587776', 'text': ""can't unread https://t.co/g1Vg4boEWh"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/g1Vg4boEWh', 'expanded_url': 'https://twitter.com/aseitzwald/status/926508490633379840', 'display_url': 'twitter.com/aseitzwald/sta…', 'indices': [13, 36]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 926508490633379840, 'quoted_status_id_str': '926508490633379840', 'retweet_count': 7, 'favorite_count': 44, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",62884,Central Time (US & Canada),none,https://t.co/eCewkNhZim,-18000.0,True
False,2010-01-17 22:49:17,False,False,"Chief Editor of The Globe Post. Past: LA Times, TZ. Interview requests: mahir.zeynalov@gmail.com","{'url': {'urls': [{'url': 'https://t.co/zrEwKhlzm5', 'expanded_url': 'http://www.huffingtonpost.com/author/mahir-zeynalov', 'display_url': 'huffingtonpost.com/author/mahir-z…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",21795,False,141134,False,565,True,True,105915404,105915404,False,False,en,2777,Washington D.C.,Mahir Zeynalov,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,https://pbs.twimg.com/profile_banners/105915404/1404620241,http://pbs.twimg.com/profile_images/580016990338727936/bf8LaEl7_normal.jpg,https://pbs.twimg.com/profile_images/580016990338727936/bf8LaEl7_normal.jpg,88253,D3D2CF,E3E2DE,634047,True,False,MahirZeynalov,"{'created_at': 'Sat Nov 04 02:10:18 +0000 2017', 'id': 926632667138977792, 'id_str': '926632667138977792', 'text': 'RT @AnnaEngV: Civilians in Syria’s Eastern Ghouta, besieged by Assad forces, are at ‘breaking point’ https://t.co/ZKWWezC7WZ https://t.co/9…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AnnaEngV', 'name': 'Anna Varfolomeeva', 'id': 2722262680, 'id_str': '2722262680', 'indices': [3, 12]}], 'urls': [{'url': 'https://t.co/ZKWWezC7WZ', 'expanded_url': 'http://www.theglobepost.com/2017/11/03/eastern-ghouta-aid-syria/', 'display_url': 'theglobepost.com/2017/11/03/eas…', 'indices': [101, 124]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 21:20:34 +0000 2017', 'id': 926559753874141184, 'id_str': '926559753874141184', 'text': 'Civilians in Syria’s Eastern Ghouta, besieged by Assad forces, are at ‘breaking point’ https://t.co/ZKWWezC7WZ https://t.co/91OAzeHsfG', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZKWWezC7WZ', 'expanded_url': 'http://www.theglobepost.com/2017/11/03/eastern-ghouta-aid-syria/', 'display_url': 'theglobepost.com/2017/11/03/eas…', 'indices': [87, 110]}], 'media': [{'id': 926559496280961025, 'id_str': '926559496280961025', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/DNvM8-cXcAEBTLv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DNvM8-cXcAEBTLv.jpg', 'url': 'https://t.co/91OAzeHsfG', 'display_url': 'pic.twitter.com/91OAzeHsfG', 'expanded_url': 'https://twitter.com/AnnaEngV/status/926559753874141184/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 926559496280961025, 'id_str': '926559496280961025', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/DNvM8-cXcAEBTLv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DNvM8-cXcAEBTLv.jpg', 'url': 'https://t.co/91OAzeHsfG', 'display_url': 'pic.twitter.com/91OAzeHsfG', 'expanded_url': 'https://twitter.com/AnnaEngV/status/926559753874141184/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",34207,Quito,none,https://t.co/zrEwKhlzm5,-18000.0,True
False,2010-01-06 05:05:53,False,False,"Fellow @CGDev+@IZA_bonn. My views only. Assoc. Editor @JPopEcon & @WorldDevJournal. Author of @WallsofNations, coming in 2018. YouTube: https://t.co/Xno4FRu1fw","{'url': {'urls': [{'url': 'https://t.co/pVQbQ2zsq4', 'expanded_url': 'http://mclem.org', 'display_url': 'mclem.org', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/Xno4FRu1fw', 'expanded_url': 'http://bit.ly/1JWpML8', 'display_url': 'bit.ly/1JWpML8', 'indices': [136, 159]}]}}",23254,False,30928,False,3577,False,True,102278432,102278432,False,False,en,1018,"Washington, DC",Michael Clemens,False,9E032C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/102278432/1508937053,http://pbs.twimg.com/profile_images/820653470021812224/US6cWeN2_normal.jpg,https://pbs.twimg.com/profile_images/820653470021812224/US6cWeN2_normal.jpg,2FC2EF,181A1E,252429,666666,False,False,m_clem,"{'created_at': 'Sat Nov 04 02:14:45 +0000 2017', 'id': 926633787429146625, 'id_str': '926633787429146625', 'text': '@TheAlexKnapp One of my best memories of boyhood.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TheAlexKnapp', 'name': 'Alex Knapp', 'id': 297422541, 'id_str': '297422541', 'indices': [0, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 926632469822103552, 'in_reply_to_status_id_str': '926632469822103552', 'in_reply_to_user_id': 297422541, 'in_reply_to_user_id_str': '297422541', 'in_reply_to_screen_name': 'TheAlexKnapp', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",32017,Eastern Time (US & Canada),none,https://t.co/pVQbQ2zsq4,-14400.0,True
False,2009-12-16 19:03:33,True,False,"Africa correspondent @WSJ. @TheEconomist @LSEGovernment @UniofOxford Alum. @EYL40. Greek immigrant, migration geek matina.stevis@wsj.com","{'url': {'urls': [{'url': 'https://t.co/9538VE5P5b', 'expanded_url': 'https://www.facebook.com/matina.stevis', 'display_url': 'facebook.com/matina.stevis', 'indices': [0, 23]}]}, 'description': {'urls': []}}",2729,False,63902,False,1331,True,False,97268285,97268285,False,False,en,2488,"Nairobi, or thereabouts",Matina Stevis,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/97268285/1479629115,http://pbs.twimg.com/profile_images/723424945166929921/zBXfXeGu_normal.jpg,https://pbs.twimg.com/profile_images/723424945166929921/zBXfXeGu_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,MatinaStevis,"{'created_at': 'Fri Nov 03 15:17:07 +0000 2017', 'id': 926468286115663872, 'id_str': '926468286115663872', 'text': 'RT @littlewern: Venezuelan bond prices slide as Maduro seeks to restructure debt     https://t.co/WN4h7QMql1 via @WSJ', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'littlewern', 'name': 'Julie Wernau', 'id': 17029186, 'id_str': '17029186', 'indices': [3, 14]}, {'screen_name': 'WSJ', 'name': 'Wall Street Journal', 'id': 3108351, 'id_str': '3108351', 'indices': [113, 117]}], 'urls': [{'url': 'https://t.co/WN4h7QMql1', 'expanded_url': 'https://www.wsj.com/articles/venezuelan-bond-prices-slide-as-nicolas-maduro-seeks-to-restructure-debt-1509722070', 'display_url': 'wsj.com/articles/venez…', 'indices': [85, 108]}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 15:16:53 +0000 2017', 'id': 926468229651984384, 'id_str': '926468229651984384', 'text': 'Venezuelan bond prices slide as Maduro seeks to restructure debt     https://t.co/WN4h7QMql1 via @WSJ', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WSJ', 'name': 'Wall Street Journal', 'id': 3108351, 'id_str': '3108351', 'indices': [97, 101]}], 'urls': [{'url': 'https://t.co/WN4h7QMql1', 'expanded_url': 'https://www.wsj.com/articles/venezuelan-bond-prices-slide-as-nicolas-maduro-seeks-to-restructure-debt-1509722070', 'display_url': 'wsj.com/articles/venez…', 'indices': [69, 92]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",41875,Pacific Time (US & Canada),none,https://t.co/9538VE5P5b,-25200.0,True
False,2009-12-15 08:24:17,False,False,"Old Man of The Clan, journalist, publisher, retired farmer, part time poet and quasi intellectual businessman.","{'url': {'urls': [{'url': 'https://t.co/dpmlyGEWWk', 'expanded_url': 'http://independent.co.ug/andrewmwenda', 'display_url': 'independent.co.ug/andrewmwenda', 'indices': [0, 23]}]}, 'description': {'urls': []}}",263,False,216644,False,1219,True,True,96941094,96941094,False,False,en,548,"Kampala, Uganda",Andrew M. Mwenda,False,ADC786,http://pbs.twimg.com/profile_background_images/191732349/x5881343e3d77915a5184267e62730d9.png,https://pbs.twimg.com/profile_background_images/191732349/x5881343e3d77915a5184267e62730d9.png,True,https://pbs.twimg.com/profile_banners/96941094/1486222348,http://pbs.twimg.com/profile_images/898920463749001220/cxEMRqnE_normal.jpg,https://pbs.twimg.com/profile_images/898920463749001220/cxEMRqnE_normal.jpg,A23315,0,443123,71B687,True,False,AndrewMwenda,"{'created_at': 'Fri Nov 03 15:16:32 +0000 2017', 'id': 926468142527901697, 'id_str': '926468142527901697', 'text': '@davidmakali1 Dave, how is the annulment of the first presidential election improve the quality of the re-run ordered by the Supreme Court?', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'davidmakali1', 'name': 'David Makali', 'id': 449211583, 'id_str': '449211583', 'indices': [0, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 926467291574915072, 'in_reply_to_status_id_str': '926467291574915072', 'in_reply_to_user_id': 449211583, 'in_reply_to_user_id_str': '449211583', 'in_reply_to_screen_name': 'davidmakali1', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",21671,Quito,none,https://t.co/dpmlyGEWWk,-18000.0,True
False,2009-12-03 11:08:29,False,False,"Lecturer in Chinese History, Leeds University // Editor, https://t.co/KeJPdLmicF","{'url': {'urls': [{'url': 'https://t.co/5u0F7ELabx', 'expanded_url': 'http://adamcathcart.com', 'display_url': 'adamcathcart.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/KeJPdLmicF', 'expanded_url': 'http://SinoNK.com', 'display_url': 'SinoNK.com', 'indices': [57, 80]}]}}",12688,False,10295,False,876,True,False,94306719,94306719,False,False,en,587,Leeds ,Adam Cathcart,False,C0DEED,http://pbs.twimg.com/profile_background_images/57618150/PIC_4151.JPG,https://pbs.twimg.com/profile_background_images/57618150/PIC_4151.JPG,False,https://pbs.twimg.com/profile_banners/94306719/1401616756,http://pbs.twimg.com/profile_images/869693310583148544/LwGC_JM2_normal.jpg,https://pbs.twimg.com/profile_images/869693310583148544/LwGC_JM2_normal.jpg,0009B3,C0DEED,DDEEF6,333333,True,False,adamcathcart,"{'created_at': 'Fri Nov 03 20:12:25 +0000 2017', 'id': 926542604203896832, 'id_str': '926542604203896832', 'text': '@Dest_Pyongyang Mon dieu', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Dest_Pyongyang', 'name': 'Christopher Green', 'id': 532807695, 'id_str': '532807695', 'indices': [0, 15]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>', 'in_reply_to_status_id': 926536164823232512, 'in_reply_to_status_id_str': '926536164823232512', 'in_reply_to_user_id': 532807695, 'in_reply_to_user_id_str': '532807695', 'in_reply_to_screen_name': 'Dest_Pyongyang', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'fr'}",37660,,none,https://t.co/5u0F7ELabx,,False
False,2009-10-20 16:27:33,False,False,We who?,"{'url': {'urls': [{'url': 'http://t.co/FcCN8OHr', 'expanded_url': 'http://www.tejucole.com', 'display_url': 'tejucole.com', 'indices': [0, 20]}]}, 'description': {'urls': []}}",1925,False,265226,False,958,True,False,83876527,83876527,False,False,en,2742,the Black Atlantic,Teju Cole,False,121314,http://pbs.twimg.com/profile_background_images/467693049674362880/7344TNdr.jpeg,https://pbs.twimg.com/profile_background_images/467693049674362880/7344TNdr.jpeg,True,https://pbs.twimg.com/profile_banners/83876527/1400341445,http://pbs.twimg.com/profile_images/1731884703/teju3_normal.jpg,https://pbs.twimg.com/profile_images/1731884703/teju3_normal.jpg,4D2911,FFFFFF,D1CFC1,331D0C,True,False,tejucole,"{'created_at': 'Tue Jul 15 16:57:27 +0000 2014', 'id': 489091384792850432, 'id_str': '489091384792850432', 'text': 'Good time for that Twitter break. Ever yrs, &amp;c.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 207, 'favorite_count': 378, 'favorited': False, 'retweeted': False, 'lang': 'en'}",13266,Eastern Time (US & Canada),none,http://t.co/FcCN8OHr,-14400.0,True
False,2009-09-02 19:16:44,False,False,Staff writer at The Atlantic. All views my own. Retweets not endorsements. Void where prohibited.,{'description': {'urls': []}},12507,False,145493,False,1984,False,False,71048726,71048726,False,False,en,3685,"Washington, DC",Julia Ioffe,False,C0DEED,http://pbs.twimg.com/profile_background_images/882695789/7eee7ef905ecf0888b7e3acfdb95e52b.jpeg,https://pbs.twimg.com/profile_background_images/882695789/7eee7ef905ecf0888b7e3acfdb95e52b.jpeg,False,https://pbs.twimg.com/profile_banners/71048726/1467733106,http://pbs.twimg.com/profile_images/395174322/octoberist_twitter_normal.jpg,https://pbs.twimg.com/profile_images/395174322/octoberist_twitter_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,juliaioffe,"{'created_at': 'Fri Nov 03 22:38:12 +0000 2017', 'id': 926579289646133248, 'id_str': '926579289646133248', 'text': 'RT @DraperRobert: This is terrific, horrific, sobering, cause for every male to reflect: https://t.co/KwUm0Erufw via @thecut', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DraperRobert', 'name': 'Robert Draper', 'id': 170034104, 'id_str': '170034104', 'indices': [3, 16]}, {'screen_name': 'TheCut', 'name': 'The Cut', 'id': 19923638, 'id_str': '19923638', 'indices': [117, 124]}], 'urls': [{'url': 'https://t.co/KwUm0Erufw', 'expanded_url': 'https://www.thecut.com/2017/11/lizzie-oleary-describes-sexual-harassment-in-journalism.html?utm_source=tw&utm_medium=s3&utm_campaign=sharebutton-b', 'display_url': 'thecut.com/2017/11/lizzie…', 'indices': [89, 112]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Nov 03 22:34:40 +0000 2017', 'id': 926578401267388417, 'id_str': '926578401267388417', 'text': 'This is terrific, horrific, sobering, cause for every male to reflect: https://t.co/KwUm0Erufw via @thecut', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TheCut', 'name': 'The Cut', 'id': 19923638, 'id_str': '19923638', 'indices': [99, 106]}], 'urls': [{'url': 'https://t.co/KwUm0Erufw', 'expanded_url': 'https://www.thecut.com/2017/11/lizzie-oleary-describes-sexual-harassment-in-journalism.html?utm_source=tw&utm_medium=s3&utm_campaign=sharebutton-b', 'display_url': 'thecut.com/2017/11/lizzie…', 'indices': [71, 94]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 91, 'favorite_count': 189, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 91, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",31624,Ljubljana,none,,3600.0,True
False,2009-08-31 04:01:28,False,False,"Freelance writer, blogger, linguist and teacher. EmanFahad@hotmail.com https://t.co/Gt0t65aXg6","{'url': {'urls': [{'url': 'https://t.co/3GfBlQpKQT', 'expanded_url': 'http://www.saudiwoman.me', 'display_url': 'saudiwoman.me', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/Gt0t65aXg6', 'expanded_url': 'https://Emanalnafjan.sarahah.com', 'display_url': 'Emanalnafjan.sarahah.com', 'indices': [71, 94]}]}}",655,False,37728,False,1431,True,True,70302344,70302344,False,False,en,1208,"Riyadh, Kingdom of Saudi Arabia",Eman AlNafjan,False,07090B,http://pbs.twimg.com/profile_background_images/175406586/x1610401b17f1671fdcfef0417dfea75.jpg,https://pbs.twimg.com/profile_background_images/175406586/x1610401b17f1671fdcfef0417dfea75.jpg,True,https://pbs.twimg.com/profile_banners/70302344/1430000672,http://pbs.twimg.com/profile_images/875806251304841216/rbSkIN3a_normal.jpg,https://pbs.twimg.com/profile_images/875806251304841216/rbSkIN3a_normal.jpg,C34242,BFBFBF,C9C9C9,1C1F23,True,False,Saudiwoman,"{'created_at': 'Mon Oct 23 17:54:04 +0000 2017', 'id': 922521517983924229, 'id_str': '922521517983924229', 'text': 'In #Riyadh, bought #Jewish babka baked by a #Saudi #Muslim for my #Catholic #Irish friend &amp; colleague… https://t.co/VUcsKtogmq', 'truncated': True, 'entities': {'hashtags': [{'text': 'Riyadh', 'indices': [3, 10]}, {'text': 'Jewish', 'indices': [19, 26]}, {'text': 'Saudi', 'indices': [44, 50]}, {'text': 'Muslim', 'indices': [51, 58]}, {'text': 'Catholic', 'indices': [66, 75]}, {'text': 'Irish', 'indices': [76, 82]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/VUcsKtogmq', 'expanded_url': 'https://twitter.com/i/web/status/922521517983924229', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [107, 130]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 30, 'favorite_count': 19, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",20137,Santiago,none,https://t.co/3GfBlQpKQT,-10800.0,True
